AnimalID,BirthDate,BirthFarm,DeathDate,DeathFarm,Species
A000007265,01/02/2014,F000000017,01/07/2019,F000000017,CATTLE
A000007266,01/02/2014,F000000017,01/07/2019,F000000017,CATTLE
A000007267,01/02/2014,F000000017,01/07/2019,F000000017,CATTLE
A000007268,01/02/2014,F000000017,01/07/2019,F000000017,CATTLE
A000007269,01/02/2014,F000000017,01/07/2019,F000000017,CATTLE
A000007362,01/02/2014,F000000017,01/08/2019,F000000017,CATTLE
A000007363,01/02/2014,F000000017,01/08/2019,F000000017,CATTLE
A000007364,01/02/2014,F000000017,01/08/2019,F000000017,CATTLE
A000007365,01/02/2014,F000000017,01/08/2019,F000000017,CATTLE
A000007366,01/02/2014,F000000017,01/08/2019,F000000017,CATTLE
A000007367,01/02/2014,F000000017,01/08/2019,F000000017,CATTLE
A000007368,01/02/2014,F000000017,01/08/2019,F000000017,CATTLE
A000007449,01/02/2014,F000000017,01/09/2019,F000000017,CATTLE
A000007450,01/02/2014,F000000017,01/09/2019,F000000017,CATTLE
A000007451,01/02/2014,F000000017,01/09/2019,F000000017,CATTLE
A000007452,01/02/2014,F000000017,01/09/2019,F000000017,CATTLE
A000007453,01/02/2014,F000000017,01/09/2019,F000000017,CATTLE
A000007550,01/02/2014,F000000017,01/04/2020,F000000017,CATTLE
A000007551,01/02/2014,F000000017,01/04/2020,F000000017,CATTLE
A000007655,01/02/2014,F000000017,01/05/2020,F000000017,CATTLE
A000007656,01/02/2014,F000000017,01/05/2020,F000000017,CATTLE
A000007657,01/02/2014,F000000017,01/05/2020,F000000017,CATTLE
A000007658,01/02/2014,F000000017,01/05/2020,F000000017,CATTLE
A000007760,01/02/2014,F000000017,01/06/2020,F000000017,CATTLE
A000007761,01/02/2014,F000000017,01/06/2020,F000000017,CATTLE
A000007762,01/02/2014,F000000017,01/06/2020,F000000017,CATTLE
A000007865,01/02/2014,F000000017,01/07/2020,F000000017,CATTLE
A000007866,01/02/2014,F000000017,01/07/2020,F000000017,CATTLE
A000007867,01/02/2014,F000000017,01/07/2020,F000000017,CATTLE
A000007868,01/02/2014,F000000017,01/07/2020,F000000017,CATTLE
A000007869,01/02/2014,F000000017,01/07/2020,F000000017,CATTLE
A000007870,01/02/2014,F000000017,01/07/2020,F000000017,CATTLE
A000007871,01/02/2014,F000000017,01/07/2020,F000000017,CATTLE
A000007872,01/02/2014,F000000017,01/07/2020,F000000017,CATTLE
A000007873,01/02/2014,F000000017,01/07/2020,F000000017,CATTLE
A000007971,01/02/2014,F000000017,01/08/2020,F000000017,CATTLE
A000007972,01/02/2014,F000000017,01/08/2020,F000000017,CATTLE
A000007973,01/02/2014,F000000017,01/08/2020,F000000017,CATTLE
A000007974,01/02/2014,F000000017,01/08/2020,F000000017,CATTLE
A000007975,01/02/2014,F000000017,01/08/2020,F000000017,CATTLE
A000007976,01/02/2014,F000000017,01/08/2020,F000000017,CATTLE
A000007977,01/02/2014,F000000017,01/08/2020,F000000017,CATTLE
A000008051,01/02/2014,F000000017,01/09/2020,F000000017,CATTLE
A000008052,01/02/2014,F000000017,01/09/2020,F000000017,CATTLE
A000008053,01/02/2014,F000000017,01/09/2020,F000000017,CATTLE
A000008113,01/02/2014,F000000017,01/04/2021,F000000017,CATTLE
A000008114,01/02/2014,F000000017,01/04/2021,F000000017,CATTLE
A000008200,01/02/2014,F000000017,01/05/2021,F000000017,CATTLE
A000008379,01/02/2014,F000000017,01/07/2021,F000000017,CATTLE
A000008380,01/02/2014,F000000017,01/07/2021,F000000017,CATTLE
A000008381,01/02/2014,F000000017,01/07/2021,F000000017,CATTLE
A000008382,01/02/2014,F000000017,01/07/2021,F000000017,CATTLE
A000008383,01/02/2014,F000000017,01/07/2021,F000000017,CATTLE
A000008384,01/02/2014,F000000017,01/07/2021,F000000017,CATTLE
A000008385,01/02/2014,F000000017,01/07/2021,F000000017,CATTLE
A000008471,01/02/2014,F000000017,01/08/2021,F000000017,CATTLE
A000008472,01/02/2014,F000000017,01/08/2021,F000000017,CATTLE
A000008473,01/02/2014,F000000017,01/08/2021,F000000017,CATTLE
A000008474,01/02/2014,F000000017,01/08/2021,F000000017,CATTLE
A000008475,01/02/2014,F000000017,01/08/2021,F000000017,CATTLE
A000008476,01/02/2014,F000000017,01/08/2021,F000000017,CATTLE
A000008477,01/02/2014,F000000017,01/08/2021,F000000017,CATTLE
A000008478,01/02/2014,F000000017,01/08/2021,F000000017,CATTLE
A000008636,01/02/2014,F000000017,01/04/2022,F000000017,CATTLE
A000008637,01/02/2014,F000000017,01/04/2022,F000000017,CATTLE
A000008638,01/02/2014,F000000017,01/04/2022,F000000017,CATTLE
A000008639,01/02/2014,F000000017,01/04/2022,F000000017,CATTLE
A000008640,01/02/2014,F000000017,01/04/2022,F000000017,CATTLE
A000008641,01/02/2014,F000000017,01/04/2022,F000000017,CATTLE
A000008810,01/02/2014,F000000017,01/06/2022,F000000017,CATTLE
A000008811,01/02/2014,F000000017,01/06/2022,F000000017,CATTLE
A000008812,01/02/2014,F000000017,01/06/2022,F000000017,CATTLE
A000008813,01/02/2014,F000000017,01/06/2022,F000000017,CATTLE
A000008814,01/02/2014,F000000017,01/06/2022,F000000017,CATTLE
A000008815,01/02/2014,F000000017,01/06/2022,F000000017,CATTLE
A000008928,01/02/2014,F000000017,01/07/2022,F000000017,CATTLE
A000008929,01/02/2014,F000000017,01/07/2022,F000000017,CATTLE
A000008930,01/02/2014,F000000017,01/07/2022,F000000017,CATTLE
A000008931,01/02/2014,F000000017,01/07/2022,F000000017,CATTLE
A000008932,01/02/2014,F000000017,01/07/2022,F000000017,CATTLE
A000008933,01/02/2014,F000000017,01/07/2022,F000000017,CATTLE
A000008934,01/02/2014,F000000017,01/07/2022,F000000017,CATTLE
A000008935,01/02/2014,F000000017,01/07/2022,F000000017,CATTLE
A000009015,01/02/2014,F000000017,01/08/2022,F000000017,CATTLE
A000009016,01/02/2014,F000000017,01/08/2022,F000000017,CATTLE
A000009017,01/02/2014,F000000017,01/08/2022,F000000017,CATTLE
A000009018,01/02/2014,F000000017,01/08/2022,F000000017,CATTLE
A000009019,01/02/2014,F000000017,01/08/2022,F000000017,CATTLE
A000009020,01/02/2014,F000000017,01/08/2022,F000000017,CATTLE
A000009021,01/02/2014,F000000017,01/08/2022,F000000017,CATTLE
A000009022,01/02/2014,F000000017,01/08/2022,F000000017,CATTLE
A000009289,01/02/2014,F000000017,01/05/2023,F000000017,CATTLE
A000009459,01/02/2014,F000000017,01/07/2023,F000000017,CATTLE
A000009460,01/02/2014,F000000017,01/07/2023,F000000017,CATTLE
A000009461,01/02/2014,F000000017,01/07/2023,F000000017,CATTLE
A000009462,01/02/2014,F000000017,01/07/2023,F000000017,CATTLE
A000009463,01/02/2014,F000000017,01/07/2023,F000000017,CATTLE
A000009464,01/02/2014,F000000017,01/07/2023,F000000017,CATTLE
A000009465,01/02/2014,F000000017,01/07/2023,F000000017,CATTLE
A000009466,01/02/2014,F000000017,01/07/2023,F000000017,CATTLE
A000009467,01/02/2014,F000000017,01/07/2023,F000000017,CATTLE
A000009549,01/02/2014,F000000017,01/08/2023,F000000017,CATTLE
A000009550,01/02/2014,F000000017,01/08/2023,F000000017,CATTLE
A000009551,01/02/2014,F000000017,01/08/2023,F000000017,CATTLE
A000009552,01/02/2014,F000000017,01/08/2023,F000000017,CATTLE
A000009553,01/02/2014,F000000017,01/08/2023,F000000017,CATTLE
A000009554,01/02/2014,F000000017,01/08/2023,F000000017,CATTLE
A000009626,01/02/2014,F000000017,01/09/2023,F000000017,CATTLE
A000009627,01/02/2014,F000000017,01/09/2023,F000000017,CATTLE
A000004158,01/02/2014,F000000018,01/04/2014,F000000018,CATTLE
A000004159,01/02/2014,F000000018,01/04/2014,F000000018,CATTLE
A000004160,01/02/2014,F000000018,01/04/2014,F000000018,CATTLE
A000004161,01/02/2014,F000000018,01/04/2014,F000000018,CATTLE
A000004162,01/02/2014,F000000018,01/04/2014,F000000018,CATTLE
A000004163,01/02/2014,F000000018,01/04/2014,F000000018,CATTLE
A000004164,01/02/2014,F000000018,01/04/2014,F000000018,CATTLE
A000004165,01/02/2014,F000000018,01/04/2014,F000000018,CATTLE
A000004166,01/02/2014,F000000018,01/04/2014,F000000018,CATTLE
A000004260,01/02/2014,F000000018,01/05/2014,F000000018,CATTLE
A000004261,01/02/2014,F000000018,01/05/2014,F000000018,CATTLE
A000004262,01/02/2014,F000000018,01/05/2014,F000000018,CATTLE
A000004263,01/02/2014,F000000018,01/05/2014,F000000018,CATTLE
A000004264,01/02/2014,F000000018,01/05/2014,F000000018,CATTLE
A000004265,01/02/2014,F000000018,01/05/2014,F000000018,CATTLE
A000004355,01/02/2014,F000000018,01/06/2014,F000000018,CATTLE
A000004356,01/02/2014,F000000018,01/06/2014,F000000018,CATTLE
A000004357,01/02/2014,F000000018,01/06/2014,F000000018,CATTLE
A000004358,01/02/2014,F000000018,01/06/2014,F000000018,CATTLE
A000004443,01/02/2014,F000000018,01/07/2014,F000000018,CATTLE
A000004444,01/02/2014,F000000018,01/07/2014,F000000018,CATTLE
A000004445,01/02/2014,F000000018,01/07/2014,F000000018,CATTLE
A000004446,01/02/2014,F000000018,01/07/2014,F000000018,CATTLE
A000004447,01/02/2014,F000000018,01/07/2014,F000000018,CATTLE
A000004448,01/02/2014,F000000018,01/07/2014,F000000018,CATTLE
A000004449,01/02/2014,F000000018,01/07/2014,F000000018,CATTLE
A000004538,01/02/2014,F000000018,01/08/2014,F000000018,CATTLE
A000004539,01/02/2014,F000000018,01/08/2014,F000000018,CATTLE
A000004632,01/02/2014,F000000018,01/09/2014,F000000018,CATTLE
A000004633,01/02/2014,F000000018,01/09/2014,F000000018,CATTLE
A000004634,01/02/2014,F000000018,01/09/2014,F000000018,CATTLE
A000004715,01/02/2014,F000000018,01/04/2015,F000000018,CATTLE
A000004716,01/02/2014,F000000018,01/04/2015,F000000018,CATTLE
A000004717,01/02/2014,F000000018,01/04/2015,F000000018,CATTLE
A000004718,01/02/2014,F000000018,01/04/2015,F000000018,CATTLE
A000004719,01/02/2014,F000000018,01/04/2015,F000000018,CATTLE
A000004720,01/02/2014,F000000018,01/04/2015,F000000018,CATTLE
A000004810,01/02/2014,F000000018,01/05/2015,F000000018,CATTLE
A000004811,01/02/2014,F000000018,01/05/2015,F000000018,CATTLE
A000004812,01/02/2014,F000000018,01/05/2015,F000000018,CATTLE
A000004813,01/02/2014,F000000018,01/05/2015,F000000018,CATTLE
A000004814,01/02/2014,F000000018,01/05/2015,F000000018,CATTLE
A000004930,01/02/2014,F000000018,01/06/2015,F000000018,CATTLE
A000004931,01/02/2014,F000000018,01/06/2015,F000000018,CATTLE
A000004932,01/02/2014,F000000018,01/06/2015,F000000018,CATTLE
A000004933,01/02/2014,F000000018,01/06/2015,F000000018,CATTLE
A000004934,01/02/2014,F000000018,01/06/2015,F000000018,CATTLE
A000004935,01/02/2014,F000000018,01/06/2015,F000000018,CATTLE
A000004936,01/02/2014,F000000018,01/06/2015,F000000018,CATTLE
A000004937,01/02/2014,F000000018,01/06/2015,F000000018,CATTLE
A000004938,01/02/2014,F000000018,01/06/2015,F000000018,CATTLE
A000005022,01/02/2014,F000000018,01/07/2015,F000000018,CATTLE
A000005023,01/02/2014,F000000018,01/07/2015,F000000018,CATTLE
A000005024,01/02/2014,F000000018,01/07/2015,F000000018,CATTLE
A000005025,01/02/2014,F000000018,01/07/2015,F000000018,CATTLE
A000005026,01/02/2014,F000000018,01/07/2015,F000000018,CATTLE
A000005027,01/02/2014,F000000018,01/07/2015,F000000018,CATTLE
A000005028,01/02/2014,F000000018,01/07/2015,F000000018,CATTLE
A000005029,01/02/2014,F000000018,01/07/2015,F000000018,CATTLE
A000005126,01/02/2014,F000000018,01/08/2015,F000000018,CATTLE
A000005290,01/02/2014,F000000018,01/04/2016,F000000018,CATTLE
A000005291,01/02/2014,F000000018,01/04/2016,F000000018,CATTLE
A000005388,01/02/2014,F000000018,01/05/2016,F000000018,CATTLE
A000005389,01/02/2014,F000000018,01/05/2016,F000000018,CATTLE
A000005390,01/02/2014,F000000018,01/05/2016,F000000018,CATTLE
A000005391,01/02/2014,F000000018,01/05/2016,F000000018,CATTLE
A000005498,01/02/2014,F000000018,01/06/2016,F000000018,CATTLE
A000005499,01/02/2014,F000000018,01/06/2016,F000000018,CATTLE
A000005500,01/02/2014,F000000018,01/06/2016,F000000018,CATTLE
A000005501,01/02/2014,F000000018,01/06/2016,F000000018,CATTLE
A000005502,01/02/2014,F000000018,01/06/2016,F000000018,CATTLE
A000005503,01/02/2014,F000000018,01/06/2016,F000000018,CATTLE
A000005504,01/02/2014,F000000018,01/06/2016,F000000018,CATTLE
A000005572,01/02/2014,F000000018,01/07/2016,F000000018,CATTLE
A000005573,01/02/2014,F000000018,01/07/2016,F000000018,CATTLE
A000005574,01/02/2014,F000000018,01/07/2016,F000000018,CATTLE
A000005575,01/02/2014,F000000018,01/07/2016,F000000018,CATTLE
A000005665,01/02/2014,F000000018,01/08/2016,F000000018,CATTLE
A000005666,01/02/2014,F000000018,01/08/2016,F000000018,CATTLE
A000005667,01/02/2014,F000000018,01/08/2016,F000000018,CATTLE
A000005668,01/02/2014,F000000018,01/08/2016,F000000018,CATTLE
A000005747,01/02/2014,F000000018,01/09/2016,F000000018,CATTLE
A000005748,01/02/2014,F000000018,01/09/2016,F000000018,CATTLE
A000005749,01/02/2014,F000000018,01/09/2016,F000000018,CATTLE
A000005750,01/02/2014,F000000018,01/09/2016,F000000018,CATTLE
A000005751,01/02/2014,F000000018,01/09/2016,F000000018,CATTLE
A000005832,01/02/2014,F000000018,01/04/2017,F000000018,CATTLE
A000005931,01/02/2014,F000000018,01/05/2017,F000000018,CATTLE
A000005932,01/02/2014,F000000018,01/05/2017,F000000018,CATTLE
A000005933,01/02/2014,F000000018,01/05/2017,F000000018,CATTLE
A000005934,01/02/2014,F000000018,01/05/2017,F000000018,CATTLE
A000005935,01/02/2014,F000000018,01/05/2017,F000000018,CATTLE
A000005936,01/02/2014,F000000018,01/05/2017,F000000018,CATTLE
A000006020,01/02/2014,F000000018,01/06/2017,F000000018,CATTLE
A000006115,01/02/2014,F000000018,01/07/2017,F000000018,CATTLE
A000006201,01/02/2014,F000000018,01/08/2017,F000000018,CATTLE
A000006202,01/02/2014,F000000018,01/08/2017,F000000018,CATTLE
A000006203,01/02/2014,F000000018,01/08/2017,F000000018,CATTLE
A000006204,01/02/2014,F000000018,01/08/2017,F000000018,CATTLE
A000006205,01/02/2014,F000000018,01/08/2017,F000000018,CATTLE
A000006206,01/02/2014,F000000018,01/08/2017,F000000018,CATTLE
A000006207,01/02/2014,F000000018,01/08/2017,F000000018,CATTLE
A000006208,01/02/2014,F000000018,01/08/2017,F000000018,CATTLE
A000006209,01/02/2014,F000000018,01/08/2017,F000000018,CATTLE
A000006323,01/02/2014,F000000018,01/09/2017,F000000018,CATTLE
A000006324,01/02/2014,F000000018,01/09/2017,F000000018,CATTLE
A000006325,01/02/2014,F000000018,01/09/2017,F000000018,CATTLE
A000006326,01/02/2014,F000000018,01/09/2017,F000000018,CATTLE
A000006327,01/02/2014,F000000018,01/09/2017,F000000018,CATTLE
A000006328,01/02/2014,F000000018,01/09/2017,F000000018,CATTLE
A000006329,01/02/2014,F000000018,01/09/2017,F000000018,CATTLE
A000006330,01/02/2014,F000000018,01/09/2017,F000000018,CATTLE
A000006417,01/02/2014,F000000018,01/04/2018,F000000018,CATTLE
A000006418,01/02/2014,F000000018,01/04/2018,F000000018,CATTLE
A000006419,01/02/2014,F000000018,01/04/2018,F000000018,CATTLE
A000006420,01/02/2014,F000000018,01/04/2018,F000000018,CATTLE
A000006421,01/02/2014,F000000018,01/04/2018,F000000018,CATTLE
A000006422,01/02/2014,F000000018,01/04/2018,F000000018,CATTLE
A000006423,01/02/2014,F000000018,01/04/2018,F000000018,CATTLE
A000006424,01/02/2014,F000000018,01/04/2018,F000000018,CATTLE
A000006425,01/02/2014,F000000018,01/04/2018,F000000018,CATTLE
A000006527,01/02/2014,F000000018,01/05/2018,F000000018,CATTLE
A000006528,01/02/2014,F000000018,01/05/2018,F000000018,CATTLE
A000006529,01/02/2014,F000000018,01/05/2018,F000000018,CATTLE
A000006605,01/02/2014,F000000018,01/06/2018,F000000018,CATTLE
A000006606,01/02/2014,F000000018,01/06/2018,F000000018,CATTLE
A000006607,01/02/2014,F000000018,01/06/2018,F000000018,CATTLE
A000006608,01/02/2014,F000000018,01/06/2018,F000000018,CATTLE
A000006609,01/02/2014,F000000018,01/06/2018,F000000018,CATTLE
A000006610,01/02/2014,F000000018,01/06/2018,F000000018,CATTLE
A000006611,01/02/2014,F000000018,01/06/2018,F000000018,CATTLE
A000006612,01/02/2014,F000000018,01/06/2018,F000000018,CATTLE
A000006613,01/02/2014,F000000018,01/06/2018,F000000018,CATTLE
A000006691,01/02/2014,F000000018,01/07/2018,F000000018,CATTLE
A000006692,01/02/2014,F000000018,01/07/2018,F000000018,CATTLE
A000006693,01/02/2014,F000000018,01/07/2018,F000000018,CATTLE
A000006694,01/02/2014,F000000018,01/07/2018,F000000018,CATTLE
A000006768,01/02/2014,F000000018,01/08/2018,F000000018,CATTLE
A000006769,01/02/2014,F000000018,01/08/2018,F000000018,CATTLE
A000006866,01/02/2014,F000000018,01/09/2018,F000000018,CATTLE
A000006867,01/02/2014,F000000018,01/09/2018,F000000018,CATTLE
A000006868,01/02/2014,F000000018,01/09/2018,F000000018,CATTLE
A000006869,01/02/2014,F000000018,01/09/2018,F000000018,CATTLE
A000006870,01/02/2014,F000000018,01/09/2018,F000000018,CATTLE
A000006871,01/02/2014,F000000018,01/09/2018,F000000018,CATTLE
A000006872,01/02/2014,F000000018,01/09/2018,F000000018,CATTLE
A000006873,01/02/2014,F000000018,01/09/2018,F000000018,CATTLE
A000006874,01/02/2014,F000000018,01/09/2018,F000000018,CATTLE
A000006970,01/02/2014,F000000018,01/04/2019,F000000018,CATTLE
A000006971,01/02/2014,F000000018,01/04/2019,F000000018,CATTLE
A000006972,01/02/2014,F000000018,01/04/2019,F000000018,CATTLE
A000007079,01/02/2014,F000000018,01/05/2019,F000000018,CATTLE
A000007080,01/02/2014,F000000018,01/05/2019,F000000018,CATTLE
A000007081,01/02/2014,F000000018,01/05/2019,F000000018,CATTLE
A000007189,01/02/2014,F000000018,01/06/2019,F000000018,CATTLE
A000007190,01/02/2014,F000000018,01/06/2019,F000000018,CATTLE
A000007191,01/02/2014,F000000018,01/06/2019,F000000018,CATTLE
A000007192,01/02/2014,F000000018,01/06/2019,F000000018,CATTLE
A000007270,01/02/2014,F000000018,01/07/2019,F000000018,CATTLE
A000007271,01/02/2014,F000000018,01/07/2019,F000000018,CATTLE
A000007272,01/02/2014,F000000018,01/07/2019,F000000018,CATTLE
A000007273,01/02/2014,F000000018,01/07/2019,F000000018,CATTLE
A000007274,01/02/2014,F000000018,01/07/2019,F000000018,CATTLE
A000007369,01/02/2014,F000000018,01/08/2019,F000000018,CATTLE
A000007370,01/02/2014,F000000018,01/08/2019,F000000018,CATTLE
A000007371,01/02/2014,F000000018,01/08/2019,F000000018,CATTLE
A000007372,01/02/2014,F000000018,01/08/2019,F000000018,CATTLE
A000007373,01/02/2014,F000000018,01/08/2019,F000000018,CATTLE
A000007454,01/02/2014,F000000018,01/09/2019,F000000018,CATTLE
A000007455,01/02/2014,F000000018,01/09/2019,F000000018,CATTLE
A000007456,01/02/2014,F000000018,01/09/2019,F000000018,CATTLE
A000007457,01/02/2014,F000000018,01/09/2019,F000000018,CATTLE
A000007458,01/02/2014,F000000018,01/09/2019,F000000018,CATTLE
A000007459,01/02/2014,F000000018,01/09/2019,F000000018,CATTLE
A000007460,01/02/2014,F000000018,01/09/2019,F000000018,CATTLE
A000007461,01/02/2014,F000000018,01/09/2019,F000000018,CATTLE
A000007462,01/02/2014,F000000018,01/09/2019,F000000018,CATTLE
A000007552,01/02/2014,F000000018,01/04/2020,F000000018,CATTLE
A000007553,01/02/2014,F000000018,01/04/2020,F000000018,CATTLE
A000007659,01/02/2014,F000000018,01/05/2020,F000000018,CATTLE
A000007660,01/02/2014,F000000018,01/05/2020,F000000018,CATTLE
A000007661,01/02/2014,F000000018,01/05/2020,F000000018,CATTLE
A000007662,01/02/2014,F000000018,01/05/2020,F000000018,CATTLE
A000007763,01/02/2014,F000000018,01/06/2020,F000000018,CATTLE
A000007764,01/02/2014,F000000018,01/06/2020,F000000018,CATTLE
A000007765,01/02/2014,F000000018,01/06/2020,F000000018,CATTLE
A000007766,01/02/2014,F000000018,01/06/2020,F000000018,CATTLE
A000007978,01/02/2014,F000000018,01/08/2020,F000000018,CATTLE
A000007979,01/02/2014,F000000018,01/08/2020,F000000018,CATTLE
A000007980,01/02/2014,F000000018,01/08/2020,F000000018,CATTLE
A000007981,01/02/2014,F000000018,01/08/2020,F000000018,CATTLE
A000007982,01/02/2014,F000000018,01/08/2020,F000000018,CATTLE
A000007983,01/02/2014,F000000018,01/08/2020,F000000018,CATTLE
A000007984,01/02/2014,F000000018,01/08/2020,F000000018,CATTLE
A000008115,01/02/2014,F000000018,01/04/2021,F000000018,CATTLE
A000008116,01/02/2014,F000000018,01/04/2021,F000000018,CATTLE
A000008117,01/02/2014,F000000018,01/04/2021,F000000018,CATTLE
A000008118,01/02/2014,F000000018,01/04/2021,F000000018,CATTLE
A000008119,01/02/2014,F000000018,01/04/2021,F000000018,CATTLE
A000008120,01/02/2014,F000000018,01/04/2021,F000000018,CATTLE
A000008121,01/02/2014,F000000018,01/04/2021,F000000018,CATTLE
A000008122,01/02/2014,F000000018,01/04/2021,F000000018,CATTLE
A000008123,01/02/2014,F000000018,01/04/2021,F000000018,CATTLE
A000008201,01/02/2014,F000000018,01/05/2021,F000000018,CATTLE
A000008202,01/02/2014,F000000018,01/05/2021,F000000018,CATTLE
A000008203,01/02/2014,F000000018,01/05/2021,F000000018,CATTLE
A000008288,01/02/2014,F000000018,01/06/2021,F000000018,CATTLE
A000008289,01/02/2014,F000000018,01/06/2021,F000000018,CATTLE
A000008386,01/02/2014,F000000018,01/07/2021,F000000018,CATTLE
A000008479,01/02/2014,F000000018,01/08/2021,F000000018,CATTLE
A000008480,01/02/2014,F000000018,01/08/2021,F000000018,CATTLE
A000008481,01/02/2014,F000000018,01/08/2021,F000000018,CATTLE
A000008482,01/02/2014,F000000018,01/08/2021,F000000018,CATTLE
A000008483,01/02/2014,F000000018,01/08/2021,F000000018,CATTLE
A000008484,01/02/2014,F000000018,01/08/2021,F000000018,CATTLE
A000008485,01/02/2014,F000000018,01/08/2021,F000000018,CATTLE
A000008486,01/02/2014,F000000018,01/08/2021,F000000018,CATTLE
A000008563,01/02/2014,F000000018,01/09/2021,F000000018,CATTLE
A000008564,01/02/2014,F000000018,01/09/2021,F000000018,CATTLE
A000008565,01/02/2014,F000000018,01/09/2021,F000000018,CATTLE
A000008642,01/02/2014,F000000018,01/04/2022,F000000018,CATTLE
A000008708,01/02/2014,F000000018,01/05/2022,F000000018,CATTLE
A000008709,01/02/2014,F000000018,01/05/2022,F000000018,CATTLE
A000008710,01/02/2014,F000000018,01/05/2022,F000000018,CATTLE
A000008711,01/02/2014,F000000018,01/05/2022,F000000018,CATTLE
A000008712,01/02/2014,F000000018,01/05/2022,F000000018,CATTLE
A000008816,01/02/2014,F000000018,01/06/2022,F000000018,CATTLE
A000008817,01/02/2014,F000000018,01/06/2022,F000000018,CATTLE
A000008818,01/02/2014,F000000018,01/06/2022,F000000018,CATTLE
A000008819,01/02/2014,F000000018,01/06/2022,F000000018,CATTLE
A000008820,01/02/2014,F000000018,01/06/2022,F000000018,CATTLE
A000008821,01/02/2014,F000000018,01/06/2022,F000000018,CATTLE
A000008822,01/02/2014,F000000018,01/06/2022,F000000018,CATTLE
A000008936,01/02/2014,F000000018,01/07/2022,F000000018,CATTLE
A000008937,01/02/2014,F000000018,01/07/2022,F000000018,CATTLE
A000008938,01/02/2014,F000000018,01/07/2022,F000000018,CATTLE
A000008939,01/02/2014,F000000018,01/07/2022,F000000018,CATTLE
A000009023,01/02/2014,F000000018,01/08/2022,F000000018,CATTLE
A000009024,01/02/2014,F000000018,01/08/2022,F000000018,CATTLE
A000009112,01/02/2014,F000000018,01/09/2022,F000000018,CATTLE
A000009113,01/02/2014,F000000018,01/09/2022,F000000018,CATTLE
A000009114,01/02/2014,F000000018,01/09/2022,F000000018,CATTLE
A000009198,01/02/2014,F000000018,01/04/2023,F000000018,CATTLE
A000009199,01/02/2014,F000000018,01/04/2023,F000000018,CATTLE
A000009200,01/02/2014,F000000018,01/04/2023,F000000018,CATTLE
A000009201,01/02/2014,F000000018,01/04/2023,F000000018,CATTLE
A000009202,01/02/2014,F000000018,01/04/2023,F000000018,CATTLE
A000009362,01/02/2014,F000000018,01/06/2023,F000000018,CATTLE
A000009363,01/02/2014,F000000018,01/06/2023,F000000018,CATTLE
A000009364,01/02/2014,F000000018,01/06/2023,F000000018,CATTLE
A000009365,01/02/2014,F000000018,01/06/2023,F000000018,CATTLE
A000009366,01/02/2014,F000000018,01/06/2023,F000000018,CATTLE
A000009367,01/02/2014,F000000018,01/06/2023,F000000018,CATTLE
A000009368,01/02/2014,F000000018,01/06/2023,F000000018,CATTLE
A000009369,01/02/2014,F000000018,01/06/2023,F000000018,CATTLE
A000009555,01/02/2014,F000000018,01/08/2023,F000000018,CATTLE
A000009556,01/02/2014,F000000018,01/08/2023,F000000018,CATTLE
A000009557,01/02/2014,F000000018,01/08/2023,F000000018,CATTLE
A000009558,01/02/2014,F000000018,01/08/2023,F000000018,CATTLE
A000009559,01/02/2014,F000000018,01/08/2023,F000000018,CATTLE
A000009560,01/02/2014,F000000018,01/08/2023,F000000018,CATTLE
A000009561,01/02/2014,F000000018,01/08/2023,F000000018,CATTLE
A000009562,01/02/2014,F000000018,01/08/2023,F000000018,CATTLE
A000009628,01/02/2014,F000000018,01/09/2023,F000000018,CATTLE
A000009629,01/02/2014,F000000018,01/09/2023,F000000018,CATTLE
A000009630,01/02/2014,F000000018,01/09/2023,F000000018,CATTLE
A000009631,01/02/2014,F000000018,01/09/2023,F000000018,CATTLE
A000009632,01/02/2014,F000000018,01/09/2023,F000000018,CATTLE
A000004359,01/02/2014,F000000019,01/06/2014,F000000019,CATTLE
A000004360,01/02/2014,F000000019,01/06/2014,F000000019,CATTLE
A000004361,01/02/2014,F000000019,01/06/2014,F000000019,CATTLE
A000004450,01/02/2014,F000000019,01/07/2014,F000000019,CATTLE
A000004451,01/02/2014,F000000019,01/07/2014,F000000019,CATTLE
A000004540,01/02/2014,F000000019,01/08/2014,F000000019,CATTLE
A000004541,01/02/2014,F000000019,01/08/2014,F000000019,CATTLE
A000004542,01/02/2014,F000000019,01/08/2014,F000000019,CATTLE
A000004543,01/02/2014,F000000019,01/08/2014,F000000019,CATTLE
A000004635,01/02/2014,F000000019,01/09/2014,F000000019,CATTLE
A000004636,01/02/2014,F000000019,01/09/2014,F000000019,CATTLE
A000004637,01/02/2014,F000000019,01/09/2014,F000000019,CATTLE
A000004721,01/02/2014,F000000019,01/04/2015,F000000019,CATTLE
A000004722,01/02/2014,F000000019,01/04/2015,F000000019,CATTLE
A000004723,01/02/2014,F000000019,01/04/2015,F000000019,CATTLE
A000004724,01/02/2014,F000000019,01/04/2015,F000000019,CATTLE
A000004725,01/02/2014,F000000019,01/04/2015,F000000019,CATTLE
A000004726,01/02/2014,F000000019,01/04/2015,F000000019,CATTLE
A000004727,01/02/2014,F000000019,01/04/2015,F000000019,CATTLE
A000004728,01/02/2014,F000000019,01/04/2015,F000000019,CATTLE
A000004815,01/02/2014,F000000019,01/05/2015,F000000019,CATTLE
A000004816,01/02/2014,F000000019,01/05/2015,F000000019,CATTLE
