FarmID,Easting,Northing,NumberOfAnimals,Date
F000000005,1945489,8398813,175,01/12/2007
F000000006,1895172,0258054,253,01/12/2007
F000000007,3053531,6199263,137,01/12/2007
F000000008,2911218,5549348,310,01/12/2007
F000000009,8560659,0358773,193,01/12/2007
F000000010,7140505,2988334,229,01/12/2007
F000000011,5894763,6324997,244,01/12/2007
F000000012,8845659,5818326,139,01/12/2007
F000000013,3602706,8294563,287,01/12/2007
F000000014,7468409,8545046,197,01/12/2007
F000000015,1243535,0028613,215,01/12/2007
F000000016,2505107,4263288,186,01/12/2007
F000000017,9365110,5843056,251,01/12/2007
F000000018,5026832,0856055,248,01/12/2007
F000000019,1441952,4293096,202,01/12/2007
F000000020,6389069,5888759,143,01/12/2007
F000000001,8504923,4298381,246,01/01/2008
F000000002,9947451,0628487,216,01/01/2008
F000000003,6762147,2047726,247,01/01/2008
F000000004,2920263,2285626,221,01/01/2008
F000000005,1945489,8398813,175,01/01/2008
F000000006,1895172,0258054,253,01/01/2008
F000000007,3053531,6199263,137,01/01/2008
F000000008,2911218,5549348,310,01/01/2008
F000000009,8560659,0358773,193,01/01/2008
F000000010,7140505,2988334,229,01/01/2008
F000000011,5894763,6324997,244,01/01/2008
F000000012,8845659,5818326,139,01/01/2008
F000000013,3602706,8294563,287,01/01/2008
F000000014,7468409,8545046,197,01/01/2008
F000000015,1243535,0028613,215,01/01/2008
F000000016,2505107,4263288,186,01/01/2008
F000000017,9365110,5843056,251,01/01/2008
F000000018,5026832,0856055,248,01/01/2008
F000000019,1441952,4293096,202,01/01/2008
F000000020,6389069,5888759,143,01/01/2008
F000000001,8504923,4298381,246,01/02/2008
F000000002,9947451,0628487,216,01/02/2008
F000000003,6762147,2047726,247,01/02/2008
F000000004,2920263,2285626,203,01/02/2008
F000000005,1945489,8398813,193,01/02/2008
F000000006,1895172,0258054,253,01/02/2008
F000000007,3053531,6199263,137,01/02/2008
F000000008,2911218,5549348,310,01/02/2008
F000000009,8560659,0358773,193,01/02/2008
F000000010,7140505,2988334,229,01/02/2008
F000000011,5894763,6324997,244,01/02/2008
F000000012,8845659,5818326,139,01/02/2008
F000000013,3602706,8294563,287,01/02/2008
F000000014,7468409,8545046,197,01/02/2008
F000000015,1243535,0028613,215,01/02/2008
F000000016,2505107,4263288,186,01/02/2008
F000000017,9365110,5843056,251,01/02/2008
F000000018,5026832,0856055,248,01/02/2008
F000000019,1441952,4293096,202,01/02/2008
F000000020,6389069,5888759,143,01/02/2008
F000000001,8504923,4298381,246,01/03/2008
F000000002,9947451,0628487,216,01/03/2008
F000000003,6762147,2047726,247,01/03/2008
F000000004,2920263,2285626,203,01/03/2008
F000000005,1945489,8398813,193,01/03/2008
F000000006,1895172,0258054,253,01/03/2008
F000000007,3053531,6199263,137,01/03/2008
F000000008,2911218,5549348,310,01/03/2008
F000000009,8560659,0358773,193,01/03/2008
F000000010,7140505,2988334,229,01/03/2008
F000000011,5894763,6324997,244,01/03/2008
F000000012,8845659,5818326,139,01/03/2008
F000000013,3602706,8294563,287,01/03/2008
F000000014,7468409,8545046,197,01/03/2008
F000000015,1243535,0028613,215,01/03/2008
F000000016,2505107,4263288,186,01/03/2008
F000000017,9365110,5843056,251,01/03/2008
F000000018,5026832,0856055,248,01/03/2008
F000000019,1441952,4293096,202,01/03/2008
F000000020,6389069,5888759,143,01/03/2008
F000000001,8504923,4298381,246,01/04/2008
F000000002,9947451,0628487,216,01/04/2008
F000000003,6762147,2047726,228,01/04/2008
F000000004,2920263,2285626,222,01/04/2008
F000000005,1945489,8398813,193,01/04/2008
F000000006,1895172,0258054,253,01/04/2008
F000000007,3053531,6199263,137,01/04/2008
F000000008,2911218,5549348,310,01/04/2008
F000000009,8560659,0358773,193,01/04/2008
F000000010,7140505,2988334,229,01/04/2008
F000000011,5894763,6324997,244,01/04/2008
F000000012,8845659,5818326,139,01/04/2008
F000000013,3602706,8294563,287,01/04/2008
F000000014,7468409,8545046,197,01/04/2008
F000000015,1243535,0028613,215,01/04/2008
F000000016,2505107,4263288,186,01/04/2008
F000000017,9365110,5843056,251,01/04/2008
F000000018,5026832,0856055,248,01/04/2008
F000000019,1441952,4293096,202,01/04/2008
F000000020,6389069,5888759,143,01/04/2008
F000000001,8504923,4298381,250,01/05/2008
F000000002,9947451,0628487,223,01/05/2008
F000000003,6762147,2047726,209,01/05/2008
F000000004,2920263,2285626,244,01/05/2008
F000000005,1945489,8398813,199,01/05/2008
F000000006,1895172,0258054,258,01/05/2008
F000000007,3053531,6199263,145,01/05/2008
F000000008,2911218,5549348,312,01/05/2008
F000000009,8560659,0358773,195,01/05/2008
F000000010,7140505,2988334,231,01/05/2008
F000000011,5894763,6324997,245,01/05/2008
F000000012,8845659,5818326,147,01/05/2008
F000000013,3602706,8294563,293,01/05/2008
F000000014,7468409,8545046,198,01/05/2008
F000000015,1243535,0028613,224,01/05/2008
F000000016,2505107,4263288,193,01/05/2008
F000000017,9365110,5843056,257,01/05/2008
F000000018,5026832,0856055,257,01/05/2008
F000000019,1441952,4293096,205,01/05/2008
F000000020,6389069,5888759,149,01/05/2008
F000000001,8504923,4298381,254,01/06/2008
F000000002,9947451,0628487,227,01/06/2008
F000000003,6762147,2047726,213,01/06/2008
F000000004,2920263,2285626,247,01/06/2008
F000000005,1945489,8398813,207,01/06/2008
F000000006,1895172,0258054,267,01/06/2008
F000000007,3053531,6199263,152,01/06/2008
F000000008,2911218,5549348,314,01/06/2008
F000000009,8560659,0358773,204,01/06/2008
F000000010,7140505,2988334,234,01/06/2008
F000000011,5894763,6324997,254,01/06/2008
F000000012,8845659,5818326,154,01/06/2008
F000000013,3602706,8294563,297,01/06/2008
F000000014,7468409,8545046,206,01/06/2008
F000000015,1243535,0028613,228,01/06/2008
F000000016,2505107,4263288,197,01/06/2008
F000000017,9365110,5843056,260,01/06/2008
F000000018,5026832,0856055,260,01/06/2008
F000000019,1441952,4293096,210,01/06/2008
F000000020,6389069,5888759,156,01/06/2008
F000000001,8504923,4298381,255,01/07/2008
F000000002,9947451,0628487,236,01/07/2008
F000000003,6762147,2047726,213,01/07/2008
F000000004,2920263,2285626,251,01/07/2008
F000000005,1945489,8398813,209,01/07/2008
F000000006,1895172,0258054,269,01/07/2008
F000000007,3053531,6199263,155,01/07/2008
F000000008,2911218,5549348,314,01/07/2008
F000000009,8560659,0358773,213,01/07/2008
F000000010,7140505,2988334,239,01/07/2008
F000000011,5894763,6324997,260,01/07/2008
F000000012,8845659,5818326,156,01/07/2008
F000000013,3602706,8294563,302,01/07/2008
F000000014,7468409,8545046,206,01/07/2008
F000000015,1243535,0028613,234,01/07/2008
F000000016,2505107,4263288,206,01/07/2008
F000000017,9365110,5843056,260,01/07/2008
F000000018,5026832,0856055,269,01/07/2008
F000000019,1441952,4293096,218,01/07/2008
F000000020,6389069,5888759,156,01/07/2008
F000000001,8504923,4298381,255,01/08/2008
F000000002,9947451,0628487,249,01/08/2008
F000000003,6762147,2047726,216,01/08/2008
F000000004,2920263,2285626,253,01/08/2008
F000000005,1945489,8398813,218,01/08/2008
F000000006,1895172,0258054,277,01/08/2008
F000000007,3053531,6199263,156,01/08/2008
F000000008,2911218,5549348,319,01/08/2008
F000000009,8560659,0358773,217,01/08/2008
F000000010,7140505,2988334,243,01/08/2008
F000000011,5894763,6324997,268,01/08/2008
F000000012,8845659,5818326,158,01/08/2008
F000000013,3602706,8294563,302,01/08/2008
F000000014,7468409,8545046,207,01/08/2008
F000000015,1243535,0028613,243,01/08/2008
F000000016,2505107,4263288,199,01/08/2008
F000000017,9365110,5843056,267,01/08/2008
F000000018,5026832,0856055,273,01/08/2008
F000000019,1441952,4293096,220,01/08/2008
F000000020,6389069,5888759,157,01/08/2008
F000000001,8504923,4298381,259,01/09/2008
F000000002,9947451,0628487,250,01/09/2008
F000000003,6762147,2047726,225,01/09/2008
F000000004,2920263,2285626,257,01/09/2008
F000000005,1945489,8398813,223,01/09/2008
F000000006,1895172,0258054,280,01/09/2008
F000000007,3053531,6199263,165,01/09/2008
F000000008,2911218,5549348,323,01/09/2008
F000000009,8560659,0358773,221,01/09/2008
F000000010,7140505,2988334,248,01/09/2008
F000000011,5894763,6324997,261,01/09/2008
F000000012,8845659,5818326,167,01/09/2008
F000000013,3602706,8294563,303,01/09/2008
F000000014,7468409,8545046,214,01/09/2008
F000000015,1243535,0028613,247,01/09/2008
F000000016,2505107,4263288,202,01/09/2008
F000000017,9365110,5843056,272,01/09/2008
F000000018,5026832,0856055,275,01/09/2008
F000000019,1441952,4293096,229,01/09/2008
F000000020,6389069,5888759,165,01/09/2008
F000000001,8504923,4298381,268,01/10/2008
F000000002,9947451,0628487,256,01/10/2008
F000000003,6762147,2047726,229,01/10/2008
F000000004,2920263,2285626,261,01/10/2008
F000000005,1945489,8398813,231,01/10/2008
F000000006,1895172,0258054,287,01/10/2008
F000000007,3053531,6199263,170,01/10/2008
F000000008,2911218,5549348,326,01/10/2008
F000000009,8560659,0358773,227,01/10/2008
F000000010,7140505,2988334,251,01/10/2008
F000000011,5894763,6324997,266,01/10/2008
F000000012,8845659,5818326,173,01/10/2008
F000000013,3602706,8294563,305,01/10/2008
F000000014,7468409,8545046,215,01/10/2008
F000000015,1243535,0028613,253,01/10/2008
F000000016,2505107,4263288,205,01/10/2008
F000000017,9365110,5843056,273,01/10/2008
F000000018,5026832,0856055,284,01/10/2008
F000000019,1441952,4293096,236,01/10/2008
F000000020,6389069,5888759,171,01/10/2008
F000000001,8504923,4298381,268,01/11/2008
F000000002,9947451,0628487,256,01/11/2008
F000000003,6762147,2047726,229,01/11/2008
F000000004,2920263,2285626,261,01/11/2008
F000000005,1945489,8398813,231,01/11/2008
F000000006,1895172,0258054,287,01/11/2008
F000000007,3053531,6199263,192,01/11/2008
F000000008,2911218,5549348,326,01/11/2008
F000000009,8560659,0358773,227,01/11/2008
F000000010,7140505,2988334,251,01/11/2008
F000000011,5894763,6324997,266,01/11/2008
F000000012,8845659,5818326,173,01/11/2008
F000000013,3602706,8294563,305,01/11/2008
F000000014,7468409,8545046,215,01/11/2008
F000000015,1243535,0028613,253,01/11/2008
F000000016,2505107,4263288,205,01/11/2008
F000000017,9365110,5843056,251,01/11/2008
F000000018,5026832,0856055,284,01/11/2008
F000000019,1441952,4293096,236,01/11/2008
F000000020,6389069,5888759,171,01/11/2008
F000000001,8504923,4298381,268,01/12/2008
F000000002,9947451,0628487,256,01/12/2008
F000000003,6762147,2047726,229,01/12/2008
F000000004,2920263,2285626,261,01/12/2008
F000000005,1945489,8398813,231,01/12/2008
F000000006,1895172,0258054,287,01/12/2008
F000000007,3053531,6199263,192,01/12/2008
F000000008,2911218,5549348,326,01/12/2008
F000000009,8560659,0358773,227,01/12/2008
F000000010,7140505,2988334,251,01/12/2008
F000000011,5894763,6324997,266,01/12/2008
F000000012,8845659,5818326,173,01/12/2008
F000000013,3602706,8294563,305,01/12/2008
F000000014,7468409,8545046,215,01/12/2008
F000000015,1243535,0028613,253,01/12/2008
F000000016,2505107,4263288,205,01/12/2008
F000000017,9365110,5843056,251,01/12/2008
F000000018,5026832,0856055,284,01/12/2008
F000000019,1441952,4293096,236,01/12/2008
F000000020,6389069,5888759,171,01/12/2008
F000000001,8504923,4298381,268,01/01/2009
F000000002,9947451,0628487,256,01/01/2009
F000000003,6762147,2047726,229,01/01/2009
F000000004,2920263,2285626,261,01/01/2009
F000000005,1945489,8398813,231,01/01/2009
F000000006,1895172,0258054,287,01/01/2009
F000000007,3053531,6199263,192,01/01/2009
F000000008,2911218,5549348,326,01/01/2009
F000000009,8560659,0358773,227,01/01/2009
F000000010,7140505,2988334,251,01/01/2009
F000000011,5894763,6324997,266,01/01/2009
F000000012,8845659,5818326,173,01/01/2009
F000000013,3602706,8294563,305,01/01/2009
F000000014,7468409,8545046,215,01/01/2009
F000000015,1243535,0028613,253,01/01/2009
F000000016,2505107,4263288,205,01/01/2009
F000000017,9365110,5843056,251,01/01/2009
F000000018,5026832,0856055,284,01/01/2009
F000000019,1441952,4293096,236,01/01/2009
F000000020,6389069,5888759,171,01/01/2009
F000000001,8504923,4298381,268,01/02/2009
F000000002,9947451,0628487,256,01/02/2009
F000000003,6762147,2047726,229,01/02/2009
F000000004,2920263,2285626,261,01/02/2009
F000000005,1945489,8398813,231,01/02/2009
F000000006,1895172,0258054,287,01/02/2009
F000000007,3053531,6199263,168,01/02/2009
F000000008,2911218,5549348,350,01/02/2009
F000000009,8560659,0358773,227,01/02/2009
F000000010,7140505,2988334,251,01/02/2009
F000000011,5894763,6324997,266,01/02/2009
F000000012,8845659,5818326,173,01/02/2009
F000000013,3602706,8294563,305,01/02/2009
F000000014,7468409,8545046,215,01/02/2009
F000000015,1243535,0028613,253,01/02/2009
F000000016,2505107,4263288,205,01/02/2009
F000000017,9365110,5843056,251,01/02/2009
F000000018,5026832,0856055,284,01/02/2009
F000000019,1441952,4293096,236,01/02/2009
F000000020,6389069,5888759,171,01/02/2009
F000000001,8504923,4298381,268,01/03/2009
F000000002,9947451,0628487,256,01/03/2009
F000000003,6762147,2047726,229,01/03/2009
F000000004,2920263,2285626,261,01/03/2009
F000000005,1945489,8398813,231,01/03/2009
F000000006,1895172,0258054,287,01/03/2009
F000000007,3053531,6199263,168,01/03/2009
F000000008,2911218,5549348,350,01/03/2009
F000000009,8560659,0358773,227,01/03/2009
F000000010,7140505,2988334,251,01/03/2009
F000000011,5894763,6324997,266,01/03/2009
F000000012,8845659,5818326,173,01/03/2009
F000000013,3602706,8294563,305,01/03/2009
F000000014,7468409,8545046,215,01/03/2009
F000000015,1243535,0028613,253,01/03/2009
F000000016,2505107,4263288,205,01/03/2009
F000000017,9365110,5843056,251,01/03/2009
F000000018,5026832,0856055,284,01/03/2009
F000000019,1441952,4293096,236,01/03/2009
F000000020,6389069,5888759,171,01/03/2009
F000000001,8504923,4298381,268,01/04/2009
F000000002,9947451,0628487,256,01/04/2009
F000000003,6762147,2047726,229,01/04/2009
F000000004,2920263,2285626,261,01/04/2009
F000000005,1945489,8398813,231,01/04/2009
F000000006,1895172,0258054,287,01/04/2009
F000000007,3053531,6199263,168,01/04/2009
F000000008,2911218,5549348,350,01/04/2009
F000000009,8560659,0358773,227,01/04/2009
F000000010,7140505,2988334,268,01/04/2009
F000000011,5894763,6324997,266,01/04/2009
F000000012,8845659,5818326,173,01/04/2009
F000000013,3602706,8294563,305,01/04/2009
F000000014,7468409,8545046,215,01/04/2009
F000000015,1243535,0028613,253,01/04/2009
F000000016,2505107,4263288,188,01/04/2009
F000000017,9365110,5843056,251,01/04/2009
F000000018,5026832,0856055,284,01/04/2009
F000000019,1441952,4293096,236,01/04/2009
F000000020,6389069,5888759,171,01/04/2009
F000000001,8504923,4298381,268,01/05/2009
F000000002,9947451,0628487,264,01/05/2009
F000000003,6762147,2047726,238,01/05/2009
F000000004,2920263,2285626,268,01/05/2009
F000000005,1945489,8398813,239,01/05/2009
F000000006,1895172,0258054,290,01/05/2009
F000000007,3053531,6199263,170,01/05/2009
F000000008,2911218,5549348,350,01/05/2009
F000000009,8560659,0358773,232,01/05/2009
F000000010,7140505,2988334,276,01/05/2009
F000000011,5894763,6324997,269,01/05/2009
F000000012,8845659,5818326,177,01/05/2009
F000000013,3602706,8294563,310,01/05/2009
F000000014,7468409,8545046,217,01/05/2009
F000000015,1243535,0028613,260,01/05/2009
F000000016,2505107,4263288,196,01/05/2009
F000000017,9365110,5843056,254,01/05/2009
F000000018,5026832,0856055,287,01/05/2009
F000000019,1441952,4293096,239,01/05/2009
F000000020,6389069,5888759,172,01/05/2009
F000000001,8504923,4298381,276,01/06/2009
F000000002,9947451,0628487,273,01/06/2009
F000000003,6762147,2047726,247,01/06/2009
F000000004,2920263,2285626,276,01/06/2009
F000000005,1945489,8398813,244,01/06/2009
F000000006,1895172,0258054,299,01/06/2009
F000000007,3053531,6199263,168,01/06/2009
F000000008,2911218,5549348,364,01/06/2009
F000000009,8560659,0358773,239,01/06/2009
F000000010,7140505,2988334,283,01/06/2009
F000000011,5894763,6324997,271,01/06/2009
F000000012,8845659,5818326,183,01/06/2009
F000000013,3602706,8294563,314,01/06/2009
F000000014,7468409,8545046,219,01/06/2009
F000000015,1243535,0028613,262,01/06/2009
F000000016,2505107,4263288,200,01/06/2009
F000000017,9365110,5843056,262,01/06/2009
F000000018,5026832,0856055,290,01/06/2009
F000000019,1441952,4293096,247,01/06/2009
F000000020,6389069,5888759,176,01/06/2009
F000000001,8504923,4298381,278,01/07/2009
F000000002,9947451,0628487,277,01/07/2009
F000000003,6762147,2047726,256,01/07/2009
F000000004,2920263,2285626,285,01/07/2009
F000000005,1945489,8398813,247,01/07/2009
F000000006,1895172,0258054,300,01/07/2009
F000000007,3053531,6199263,173,01/07/2009
F000000008,2911218,5549348,372,01/07/2009
F000000009,8560659,0358773,242,01/07/2009
F000000010,7140505,2988334,291,01/07/2009
F000000011,5894763,6324997,280,01/07/2009
F000000012,8845659,5818326,187,01/07/2009
F000000013,3602706,8294563,315,01/07/2009
F000000014,7468409,8545046,227,01/07/2009
F000000015,1243535,0028613,271,01/07/2009
F000000016,2505107,4263288,209,01/07/2009
F000000017,9365110,5843056,265,01/07/2009
F000000018,5026832,0856055,294,01/07/2009
F000000019,1441952,4293096,247,01/07/2009
F000000020,6389069,5888759,182,01/07/2009
F000000001,8504923,4298381,285,01/08/2009
F000000002,9947451,0628487,278,01/08/2009
F000000003,6762147,2047726,260,01/08/2009
F000000004,2920263,2285626,290,01/08/2009
F000000005,1945489,8398813,247,01/08/2009
F000000006,1895172,0258054,309,01/08/2009
F000000007,3053531,6199263,155,01/08/2009
F000000008,2911218,5549348,396,01/08/2009
F000000009,8560659,0358773,245,01/08/2009
F000000010,7140505,2988334,294,01/08/2009
F000000011,5894763,6324997,284,01/08/2009
F000000012,8845659,5818326,193,01/08/2009
F000000013,3602706,8294563,315,01/08/2009
F000000014,7468409,8545046,233,01/08/2009
F000000015,1243535,0028613,278,01/08/2009
F000000016,2505107,4263288,213,01/08/2009
F000000017,9365110,5843056,271,01/08/2009
F000000018,5026832,0856055,299,01/08/2009
F000000019,1441952,4293096,254,01/08/2009
F000000020,6389069,5888759,183,01/08/2009
F000000001,8504923,4298381,290,01/09/2009
F000000002,9947451,0628487,284,01/09/2009
F000000003,6762147,2047726,261,01/09/2009
F000000004,2920263,2285626,316,01/09/2009
F000000005,1945489,8398813,249,01/09/2009
F000000006,1895172,0258054,318,01/09/2009
F000000007,3053531,6199263,141,01/09/2009
F000000008,2911218,5549348,403,01/09/2009
F000000009,8560659,0358773,254,01/09/2009
F000000010,7140505,2988334,295,01/09/2009
F000000011,5894763,6324997,293,01/09/2009
F000000012,8845659,5818326,194,01/09/2009
F000000013,3602706,8294563,321,01/09/2009
F000000014,7468409,8545046,235,01/09/2009
F000000015,1243535,0028613,283,01/09/2009
F000000016,2505107,4263288,217,01/09/2009
F000000017,9365110,5843056,278,01/09/2009
F000000018,5026832,0856055,304,01/09/2009
F000000019,1441952,4293096,258,01/09/2009
F000000020,6389069,5888759,184,01/09/2009
F000000001,8504923,4298381,290,01/10/2009
F000000002,9947451,0628487,291,01/10/2009
F000000003,6762147,2047726,262,01/10/2009
F000000004,2920263,2285626,323,01/10/2009
F000000005,1945489,8398813,257,01/10/2009
F000000006,1895172,0258054,324,01/10/2009
F000000007,3053531,6199263,150,01/10/2009
F000000008,2911218,5549348,394,01/10/2009
F000000009,8560659,0358773,273,01/10/2009
F000000010,7140505,2988334,299,01/10/2009
F000000011,5894763,6324997,294,01/10/2009
F000000012,8845659,5818326,194,01/10/2009
F000000013,3602706,8294563,328,01/10/2009
F000000014,7468409,8545046,236,01/10/2009
F000000015,1243535,0028613,283,01/10/2009
F000000016,2505107,4263288,226,01/10/2009
F000000017,9365110,5843056,283,01/10/2009
F000000018,5026832,0856055,313,01/10/2009
F000000019,1441952,4293096,267,01/10/2009
F000000020,6389069,5888759,187,01/10/2009
F000000001,8504923,4298381,290,01/11/2009
F000000002,9947451,0628487,291,01/11/2009
F000000003,6762147,2047726,240,01/11/2009
F000000004,2920263,2285626,345,01/11/2009
F000000005,1945489,8398813,257,01/11/2009
F000000006,1895172,0258054,324,01/11/2009
F000000007,3053531,6199263,150,01/11/2009
F000000008,2911218,5549348,394,01/11/2009
F000000009,8560659,0358773,273,01/11/2009
F000000010,7140505,2988334,299,01/11/2009
F000000011,5894763,6324997,294,01/11/2009
F000000012,8845659,5818326,194,01/11/2009
F000000013,3602706,8294563,328,01/11/2009
F000000014,7468409,8545046,236,01/11/2009
F000000015,1243535,0028613,283,01/11/2009
F000000016,2505107,4263288,226,01/11/2009
F000000017,9365110,5843056,283,01/11/2009
F000000018,5026832,0856055,313,01/11/2009
F000000019,1441952,4293096,267,01/11/2009
F000000020,6389069,5888759,187,01/11/2009
F000000001,8504923,4298381,290,01/12/2009
F000000002,9947451,0628487,291,01/12/2009
F000000003,6762147,2047726,240,01/12/2009
F000000004,2920263,2285626,345,01/12/2009
F000000005,1945489,8398813,257,01/12/2009
F000000006,1895172,0258054,324,01/12/2009
F000000007,3053531,6199263,150,01/12/2009
F000000008,2911218,5549348,394,01/12/2009
F000000009,8560659,0358773,273,01/12/2009
F000000010,7140505,2988334,299,01/12/2009
F000000011,5894763,6324997,294,01/12/2009
F000000012,8845659,5818326,199,01/12/2009
F000000013,3602706,8294563,328,01/12/2009
F000000014,7468409,8545046,236,01/12/2009
F000000015,1243535,0028613,283,01/12/2009
F000000016,2505107,4263288,226,01/12/2009
F000000017,9365110,5843056,283,01/12/2009
F000000018,5026832,0856055,308,01/12/2009
F000000019,1441952,4293096,267,01/12/2009
F000000020,6389069,5888759,187,01/12/2009
F000000001,8504923,4298381,290,01/01/2010
F000000002,9947451,0628487,291,01/01/2010
F000000003,6762147,2047726,240,01/01/2010
F000000004,2920263,2285626,345,01/01/2010
F000000005,1945489,8398813,257,01/01/2010
F000000006,1895172,0258054,324,01/01/2010
F000000007,3053531,6199263,150,01/01/2010
F000000008,2911218,5549348,394,01/01/2010
F000000009,8560659,0358773,273,01/01/2010
F000000010,7140505,2988334,299,01/01/2010
F000000011,5894763,6324997,294,01/01/2010
F000000012,8845659,5818326,199,01/01/2010
F000000013,3602706,8294563,328,01/01/2010
F000000014,7468409,8545046,236,01/01/2010
F000000015,1243535,0028613,283,01/01/2010
F000000016,2505107,4263288,226,01/01/2010
F000000017,9365110,5843056,283,01/01/2010
F000000018,5026832,0856055,308,01/01/2010
F000000019,1441952,4293096,267,01/01/2010
F000000020,6389069,5888759,187,01/01/2010
F000000001,8504923,4298381,290,01/02/2010
F000000002,9947451,0628487,291,01/02/2010
F000000003,6762147,2047726,240,01/02/2010
F000000004,2920263,2285626,345,01/02/2010
F000000005,1945489,8398813,257,01/02/2010
F000000006,1895172,0258054,324,01/02/2010
F000000007,3053531,6199263,150,01/02/2010
F000000008,2911218,5549348,394,01/02/2010
F000000009,8560659,0358773,273,01/02/2010
F000000010,7140505,2988334,299,01/02/2010
F000000011,5894763,6324997,294,01/02/2010
F000000012,8845659,5818326,199,01/02/2010
F000000013,3602706,8294563,328,01/02/2010
F000000014,7468409,8545046,236,01/02/2010
F000000015,1243535,0028613,283,01/02/2010
F000000016,2505107,4263288,226,01/02/2010
F000000017,9365110,5843056,283,01/02/2010
F000000018,5026832,0856055,294,01/02/2010
F000000019,1441952,4293096,281,01/02/2010
F000000020,6389069,5888759,187,01/02/2010
F000000001,8504923,4298381,290,01/03/2010
F000000002,9947451,0628487,291,01/03/2010
F000000003,6762147,2047726,240,01/03/2010
F000000004,2920263,2285626,345,01/03/2010
F000000005,1945489,8398813,244,01/03/2010
F000000006,1895172,0258054,337,01/03/2010
F000000007,3053531,6199263,150,01/03/2010
F000000008,2911218,5549348,394,01/03/2010
F000000009,8560659,0358773,273,01/03/2010
F000000010,7140505,2988334,299,01/03/2010
F000000011,5894763,6324997,294,01/03/2010
F000000012,8845659,5818326,199,01/03/2010
F000000013,3602706,8294563,328,01/03/2010
F000000014,7468409,8545046,236,01/03/2010
F000000015,1243535,0028613,283,01/03/2010
F000000016,2505107,4263288,226,01/03/2010
F000000017,9365110,5843056,283,01/03/2010
F000000018,5026832,0856055,294,01/03/2010
F000000019,1441952,4293096,281,01/03/2010
F000000020,6389069,5888759,187,01/03/2010
F000000001,8504923,4298381,290,01/04/2010
F000000002,9947451,0628487,291,01/04/2010
F000000003,6762147,2047726,240,01/04/2010
F000000004,2920263,2285626,345,01/04/2010
F000000005,1945489,8398813,244,01/04/2010
F000000006,1895172,0258054,337,01/04/2010
F000000007,3053531,6199263,150,01/04/2010
F000000008,2911218,5549348,394,01/04/2010
F000000009,8560659,0358773,273,01/04/2010
F000000010,7140505,2988334,299,01/04/2010
F000000011,5894763,6324997,294,01/04/2010
F000000012,8845659,5818326,199,01/04/2010
F000000013,3602706,8294563,328,01/04/2010
F000000014,7468409,8545046,236,01/04/2010
F000000015,1243535,0028613,283,01/04/2010
F000000016,2505107,4263288,226,01/04/2010
F000000017,9365110,5843056,283,01/04/2010
F000000018,5026832,0856055,294,01/04/2010
F000000019,1441952,4293096,281,01/04/2010
F000000020,6389069,5888759,187,01/04/2010
F000000001,8504923,4298381,287,01/05/2010
F000000002,9947451,0628487,293,01/05/2010
F000000003,6762147,2047726,233,01/05/2010
F000000004,2920263,2285626,344,01/05/2010
F000000005,1945489,8398813,245,01/05/2010
F000000006,1895172,0258054,342,01/05/2010
F000000007,3053531,6199263,152,01/05/2010
F000000008,2911218,5549348,397,01/05/2010
F000000009,8560659,0358773,267,01/05/2010
F000000010,7140505,2988334,311,01/05/2010
F000000011,5894763,6324997,296,01/05/2010
F000000012,8845659,5818326,202,01/05/2010
F000000013,3602706,8294563,330,01/05/2010
F000000014,7468409,8545046,227,01/05/2010
F000000015,1243535,0028613,287,01/05/2010
F000000016,2505107,4263288,233,01/05/2010
F000000017,9365110,5843056,285,01/05/2010
F000000018,5026832,0856055,288,01/05/2010
F000000019,1441952,4293096,282,01/05/2010
F000000020,6389069,5888759,189,01/05/2010
F000000001,8504923,4298381,284,01/06/2010
F000000002,9947451,0628487,296,01/06/2010
F000000003,6762147,2047726,235,01/06/2010
F000000004,2920263,2285626,346,01/06/2010
F000000005,1945489,8398813,248,01/06/2010
F000000006,1895172,0258054,348,01/06/2010
F000000007,3053531,6199263,161,01/06/2010
F000000008,2911218,5549348,410,01/06/2010
F000000009,8560659,0358773,265,01/06/2010
F000000010,7140505,2988334,314,01/06/2010
F000000011,5894763,6324997,294,01/06/2010
F000000012,8845659,5818326,200,01/06/2010
F000000013,3602706,8294563,330,01/06/2010
F000000014,7468409,8545046,228,01/06/2010
F000000015,1243535,0028613,292,01/06/2010
F000000016,2505107,4263288,236,01/06/2010
F000000017,9365110,5843056,275,01/06/2010
F000000018,5026832,0856055,286,01/06/2010
F000000019,1441952,4293096,274,01/06/2010
F000000020,6389069,5888759,193,01/06/2010
F000000001,8504923,4298381,283,01/07/2010
F000000002,9947451,0628487,294,01/07/2010
F000000003,6762147,2047726,227,01/07/2010
F000000004,2920263,2285626,363,01/07/2010
F000000005,1945489,8398813,252,01/07/2010
F000000006,1895172,0258054,353,01/07/2010
F000000007,3053531,6199263,170,01/07/2010
F000000008,2911218,5549348,410,01/07/2010
F000000009,8560659,0358773,272,01/07/2010
F000000010,7140505,2988334,309,01/07/2010
F000000011,5894763,6324997,294,01/07/2010
F000000012,8845659,5818326,202,01/07/2010
F000000013,3602706,8294563,336,01/07/2010
F000000014,7468409,8545046,235,01/07/2010
F000000015,1243535,0028613,290,01/07/2010
F000000016,2505107,4263288,243,01/07/2010
F000000017,9365110,5843056,261,01/07/2010
F000000018,5026832,0856055,281,01/07/2010
F000000019,1441952,4293096,272,01/07/2010
